System Name|IP Type|ip_adress|ip_name
uknwsvuaa217.via.novonet|Primary IP|10.16.151.231|uknwsvuaa217.via.novonet
uknwsvuaa217.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa217.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa218.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa218.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa218.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa218.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa218.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa218.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa218.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa218.via.novonet|Gateway|10.16.150.1|
uknwsvuaa218.via.novonet|NTP Server|NA|
uknwsvuaa218.via.novonet|Primary IP|10.16.151.230|uknwsvuaa218.via.novonet
uknwsvuaa218.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa218.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa219.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa219.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa219.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa219.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa219.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa219.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa219.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa219.via.novonet|Gateway|10.16.150.1|
uknwsvuaa219.via.novonet|NTP Server|NA|
uknwsvuaa219.via.novonet|Primary IP|10.16.151.229|uknwsvuaa219.via.novonet
uknwsvuaa219.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa219.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa220.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa220.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa220.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa220.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa220.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa220.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa220.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa220.via.novonet|Gateway|10.16.150.1|
uknwsvuaa220.via.novonet|NTP Server|NA|
uknwsvuaa220.via.novonet|Primary IP|10.16.151.228|uknwsvuaa220.via.novonet
uknwsvuaa220.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa220.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa221.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa221.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa221.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa221.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa221.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa221.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa221.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa221.via.novonet|Gateway|10.16.150.1|
uknwsvuaa221.via.novonet|NTP Server|NA|
uknwsvuaa221.via.novonet|Primary IP|10.16.151.227|uknwsvuaa221.via.novonet
uknwsvuaa221.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa221.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa222.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa222.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa222.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa222.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa222.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa222.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa222.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa222.via.novonet|Gateway|10.16.150.1|
uknwsvuaa222.via.novonet|NTP Server|NA|
uknwsvuaa222.via.novonet|Primary IP|10.16.151.226|uknwsvuaa222.via.novonet
uknwsvuaa222.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa222.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa223.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa223.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa223.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa223.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa223.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa223.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa223.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa223.via.novonet|Gateway|10.16.150.1|
uknwsvuaa223.via.novonet|NTP Server|NA|
uknwsvuaa223.via.novonet|Primary IP|10.16.151.225|uknwsvuaa223.via.novonet
uknwsvuaa223.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa223.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa224.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa224.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa224.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa224.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa224.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa224.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa224.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa224.via.novonet|Gateway|10.16.150.1|
uknwsvuaa224.via.novonet|NTP Server|NA|
uknwsvuaa224.via.novonet|Primary IP|10.16.151.224|uknwsvuaa224.via.novonet
uknwsvuaa224.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa224.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa225.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa225.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa225.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa225.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa225.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa225.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa225.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa225.via.novonet|Gateway|10.16.150.1|
uknwsvuaa225.via.novonet|NTP Server|NA|
uknwsvuaa225.via.novonet|Primary IP|10.16.151.223|uknwsvuaa225.via.novonet
uknwsvuaa225.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa225.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa226.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa226.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa226.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa226.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa226.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa226.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa226.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa226.via.novonet|Gateway|10.16.150.1|
uknwsvuaa226.via.novonet|NTP Server|NA|
uknwsvuaa226.via.novonet|Primary IP|10.16.151.222|uknwsvuaa226.via.novonet
uknwsvuaa226.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa226.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa227.via.novonet|DNS Server|10.14.100.151|
uknwsvuaa227.via.novonet|DNS Server|10.14.100.211|
uknwsvuaa227.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa227.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa227.via.novonet|Gateway|10.16.104.1|
uknwsvuaa227.via.novonet|NTP Server|NA|
uknwsvuaa227.via.novonet|Primary IP||UKNWSVUAA227.VIA.NOVONET
uknwsvuaa227.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa227.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa228.via.novonet|DNS Server|10.14.100.151|
uknwsvuaa228.via.novonet|DNS Server|10.14.100.211|
uknwsvuaa228.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa228.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa228.via.novonet|Gateway|10.16.104.1|
uknwsvuaa228.via.novonet|NTP Server|NA|
uknwsvuaa228.via.novonet|Primary IP||uknwsvuaa274.via.novonet
uknwsvuaa228.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa228.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa229.via.novonet|DNS Server|10.14.100.151|
uknwsvuaa229.via.novonet|DNS Server|10.14.100.211|
uknwsvuaa229.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa229.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa229.via.novonet|Gateway|10.16.104.1|
uknwsvuaa229.via.novonet|NTP Server|NA|
uknwsvuaa229.via.novonet|Primary IP||UKNWSVUAA229.VIA.NOVONET
uknwsvuaa229.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa229.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa230.via.novonet|DNS Server|10.14.100.151|
uknwsvuaa230.via.novonet|DNS Server|10.14.100.211|
uknwsvuaa230.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa230.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa230.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa230.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa230.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa230.via.novonet|Gateway|10.16.90.1|
uknwsvuaa230.via.novonet|NTP Server|NA|
uknwsvuaa230.via.novonet|Primary IP||UKNWSVUAA230.VIA.NOVONET
uknwsvuaa230.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa230.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa231.ecs.com|DNS Server|10.15.11.125|
uknwsvuaa231.ecs.com|DNS Server|10.15.11.60|
uknwsvuaa231.ecs.com|DNS Server|172.26.33.20|
uknwsvuaa231.ecs.com|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa231.ecs.com|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa231.ecs.com|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa231.ecs.com|Gateway|10.16.140.1|
uknwsvuaa231.ecs.com|NTP Server|NA|
uknwsvuaa231.ecs.com|Primary IP||UKNWSVUAA231.ECS.COM
uknwsvuaa231.ecs.com|Primary WINS Server|10.15.11.125|
uknwsvuaa231.ecs.com|Secondary WINS Server|10.15.11.60|
uknwsvuaa232.via.novonet|DNS Server|10.14.100.151|
uknwsvuaa232.via.novonet|DNS Server|10.14.100.211|
uknwsvuaa232.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa232.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa232.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa232.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa232.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa232.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa232.via.novonet|Gateway|10.16.104.1|
uknwsvuaa232.via.novonet|Gateway|10.16.152.1|
uknwsvuaa232.via.novonet|NTP Server|NA|
uknwsvuaa232.via.novonet|Primary IP||UKNWSVUAA232.VIA.NOVONET
uknwsvuaa232.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa232.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa233.via.novonet|DNS Server|10.14.100.151|
uknwsvuaa233.via.novonet|DNS Server|10.14.100.211|
uknwsvuaa233.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa233.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa233.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa233.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa233.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa233.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa233.via.novonet|Gateway|10.16.104.1|
uknwsvuaa233.via.novonet|Gateway|10.16.152.1|
uknwsvuaa233.via.novonet|NTP Server|NA|
uknwsvuaa233.via.novonet|Primary IP||UKNWSVUAA233.VIA.NOVONET
uknwsvuaa233.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa233.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa234.via.novonet|DNS Server|10.14.100.151|
uknwsvuaa234.via.novonet|DNS Server|10.14.100.211|
uknwsvuaa234.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa234.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa234.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa234.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa234.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa234.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa234.via.novonet|Gateway|10.16.104.1|
uknwsvuaa234.via.novonet|Gateway|10.16.152.1|
uknwsvuaa234.via.novonet|NTP Server|NA|
uknwsvuaa234.via.novonet|Primary IP||UKNWSVUAA234.VIA.NOVONET
uknwsvuaa234.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa234.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa236.via.novonet|DNS Server|10.14.100.151|
uknwsvuaa236.via.novonet|DNS Server|10.14.100.211|
uknwsvuaa236.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa236.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa236.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa236.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa236.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa236.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa236.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa236.via.novonet|Gateway|10.16.104.1|
uknwsvuaa236.via.novonet|Gateway|10.16.154.1|
uknwsvuaa236.via.novonet|NTP Server|NA|
uknwsvuaa236.via.novonet|Primary IP||UKNWSVUAA236.VIA.NOVONET
uknwsvuaa236.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa236.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa237.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa237.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa237.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa237.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa237.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa237.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa237.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa237.via.novonet|Gateway|10.16.150.1|
uknwsvuaa237.via.novonet|NTP Server|NA|
uknwsvuaa237.via.novonet|Primary IP||UKNWSVUAA237.VIA.NOVONET
uknwsvuaa237.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa237.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa238.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa238.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa238.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa238.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa238.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa238.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa238.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa238.via.novonet|Gateway|10.16.150.1|
uknwsvuaa238.via.novonet|NTP Server|NA|
uknwsvuaa238.via.novonet|Primary IP||UKNWSVUAA238.VIA.NOVONET
uknwsvuaa238.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa238.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa239.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa239.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa239.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa239.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa239.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa239.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa239.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa239.via.novonet|Gateway|10.16.136.1|
uknwsvuaa239.via.novonet|NTP Server|NA|
uknwsvuaa239.via.novonet|Primary IP||UKNWSVUAA239.VIA.NOVONET
uknwsvuaa239.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa239.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa240.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa240.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa240.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa240.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa240.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa240.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa240.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa240.via.novonet|Gateway|10.16.136.1|
uknwsvuaa240.via.novonet|NTP Server|NA|
uknwsvuaa240.via.novonet|Primary IP||UKNWSVUAA240.VIA.NOVONET
uknwsvuaa240.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa240.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa241.novonet|DNS Server|10.14.100.216|
uknwsvuaa241.novonet|DNS Server|10.14.100.58|
uknwsvuaa241.novonet|DNS Server|10.14.100.59|
uknwsvuaa241.novonet|DNS Server|10.198.148.6|
uknwsvuaa241.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa241.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa241.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa241.novonet|Gateway|10.16.136.1|
uknwsvuaa241.novonet|NTP Server|NA|
uknwsvuaa241.novonet|Primary IP||UKNWSVUAA241.VIA.NOVONET
uknwsvuaa241.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa241.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa242.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa242.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa242.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa242.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa242.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa242.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa242.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa242.via.novonet|Gateway|10.16.136.1|
uknwsvuaa242.via.novonet|NTP Server|NA|
uknwsvuaa242.via.novonet|Primary IP||UKNWSVUAA242.VIA.NOVONET
uknwsvuaa242.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa242.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa243.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa243.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa243.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa243.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa243.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa243.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa243.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa243.via.novonet|Gateway|10.16.136.1|
uknwsvuaa243.via.novonet|NTP Server|NA|
uknwsvuaa243.via.novonet|Primary IP||UKNWSVUAA243.VIA.NOVONET
uknwsvuaa243.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa243.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa244.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa244.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa244.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa244.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa244.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa244.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa244.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa244.via.novonet|Gateway|10.16.136.1|
uknwsvuaa244.via.novonet|NTP Server|NA|
uknwsvuaa244.via.novonet|Primary IP||UKNWSVUAA244.VIA.NOVONET
uknwsvuaa244.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa244.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa245.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa245.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa245.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa245.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa245.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa245.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa245.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa245.via.novonet|Gateway|10.16.136.1|
uknwsvuaa245.via.novonet|NTP Server|NA|
uknwsvuaa245.via.novonet|Primary IP||UKNWSVUAA245.VIA.NOVONET
uknwsvuaa245.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa245.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa246.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa246.via.novonet|DNS Server|10.14.100.58|
uknwsvuaa246.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa246.via.novonet|DNS Server|10.198.148.6|
uknwsvuaa246.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa246.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa246.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa246.via.novonet|Gateway|10.16.136.1|
uknwsvuaa246.via.novonet|NTP Server|NA|
uknwsvuaa246.via.novonet|Primary IP||UKNWSVUAA246.VIA.NOVONET
uknwsvuaa246.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa246.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa247.avivagroup.com|Primary IP||uknwsvuaa247.avivagroup.com
uknwsvuaa248.avivagroup.com|DNS Server|10.14.100.185|
uknwsvuaa248.avivagroup.com|DNS Server|10.14.100.186|
uknwsvuaa248.avivagroup.com|DNS Server|10.14.100.30|
uknwsvuaa248.avivagroup.com|DNS Server|10.14.100.33|
uknwsvuaa248.avivagroup.com|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa248.avivagroup.com|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa248.avivagroup.com|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa248.avivagroup.com|Gateway|10.16.136.1|
uknwsvuaa248.avivagroup.com|NTP Server|NA|
uknwsvuaa248.avivagroup.com|Primary IP||uknwsvuaa248.avivagroup.com
uknwsvuaa248.avivagroup.com|Primary WINS Server|10.14.100.215|
uknwsvuaa248.avivagroup.com|Secondary WINS Server|10.16.139.227|
uknwsvuaa249.avivagroup.com|DNS Server|10.14.100.185|
uknwsvuaa249.avivagroup.com|DNS Server|10.14.100.186|
uknwsvuaa249.avivagroup.com|DNS Server|10.14.100.30|
uknwsvuaa249.avivagroup.com|DNS Server|10.14.100.33|
uknwsvuaa249.avivagroup.com|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa249.avivagroup.com|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa249.avivagroup.com|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa249.avivagroup.com|Gateway|10.16.136.1|
uknwsvuaa249.avivagroup.com|NTP Server|NA|
uknwsvuaa249.avivagroup.com|Primary IP||uknwsvuaa249.avivagroup.com
uknwsvuaa249.avivagroup.com|Primary WINS Server|10.14.100.215|
uknwsvuaa249.avivagroup.com|Secondary WINS Server|10.16.139.227|
uknwsvuaa250.avivagroup.com|DNS Server|10.14.100.185|
uknwsvuaa250.avivagroup.com|DNS Server|10.14.100.186|
uknwsvuaa250.avivagroup.com|DNS Server|10.14.100.30|
uknwsvuaa250.avivagroup.com|DNS Server|10.14.100.33|
uknwsvuaa250.avivagroup.com|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa250.avivagroup.com|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa250.avivagroup.com|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa250.avivagroup.com|Gateway|10.16.136.1|
uknwsvuaa250.avivagroup.com|NTP Server|NA|
uknwsvuaa250.avivagroup.com|Primary IP||uknwsvuaa250.avivagroup.com
uknwsvuaa250.avivagroup.com|Primary WINS Server|10.14.100.215|
uknwsvuaa250.avivagroup.com|Secondary WINS Server|10.16.139.227|
uknwsvuaa251.via.novonet|DNS Server|10.14.100.151|
uknwsvuaa251.via.novonet|DNS Server|10.14.100.211|
uknwsvuaa251.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa251.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa251.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa251.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa251.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa251.via.novonet|Gateway|10.16.156.1|
uknwsvuaa251.via.novonet|NTP Server|NA|
uknwsvuaa251.via.novonet|Primary IP||UKNWSVUAA251.VIA.NOVONET
uknwsvuaa251.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa251.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa252.via.novonet|DNS Server|10.14.100.151|
uknwsvuaa252.via.novonet|DNS Server|10.14.100.211|
uknwsvuaa252.via.novonet|DNS Server|10.14.100.216|
uknwsvuaa252.via.novonet|DNS Server|10.14.100.59|
uknwsvuaa252.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa252.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa252.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa252.via.novonet|Gateway|10.16.156.1|
uknwsvuaa252.via.novonet|NTP Server|NA|
uknwsvuaa252.via.novonet|Primary IP||UKNWSVUAA252.VIA.NOVONET
uknwsvuaa252.via.novonet|Primary WINS Server|10.14.100.215|
uknwsvuaa252.via.novonet|Secondary WINS Server|10.16.139.227|
uknwsvuaa253.ecs.com|DNS Server|10.14.100.211|
uknwsvuaa253.ecs.com|DNS Server|10.14.100.216|
uknwsvuaa253.ecs.com|DNS Server|10.14.100.58|
uknwsvuaa253.ecs.com|DNS Server|10.198.148.6|
uknwsvuaa253.ecs.com|DNS Server|fec0:0:0:ffff::1%1|
uknwsvuaa253.ecs.com|DNS Server|fec0:0:0:ffff::2%1|
uknwsvuaa253.ecs.com|DNS Server|fec0:0:0:ffff::3%1|
uknwsvuaa253.ecs.com|Gateway|10.16.154.1|
uknwsvuaa253.ecs.com|NTP Server|NA|
uknwsvuaa253.ecs.com|Primary IP||UKNWSVUAA253.ECS.COM
uknwsvuaa253.ecs.com|Primary WINS Server|10.14.100.215|
